text,personality,thinking,abilities,experience,no_signal,label_combo,source
"Question: Describe the scale and responsibility of your previous work. Answer: I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",0,0,0,1,0,experience,synthetic_combo
"Question: How would you describe your professional profile? Answer: I enjoy trying new ideas and different approaches, and I usually stay curious about how things can be improved. At the same time, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",1,0,0,1,0,personality+experience,synthetic_combo
"Question: Describe the scale and responsibility of your previous work. Answer: My experience includes working across reporting systems, operational workflows, internal platforms, and cross-functional delivery.",0,0,0,1,0,experience,synthetic_combo
That depends on the situation.,0,0,0,0,1,none,synthetic_combo
"Question: Describe your work and how you approach it. Answer: First I checked the assumptions, then compared the alternatives, and only after that did I reach a conclusion. Also, I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes. Also, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",0,1,1,1,0,thinking+abilities+experience,synthetic_combo
Question: How do you usually behave in team settings? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily. The details depended on the context and team needs.,1,0,0,0,0,personality,synthetic_combo
"Question: Tell me about yourself professionally. Answer: I am dependable, detail-oriented, and usually create order when things are messy. In practice, I translated a vague need into concrete execution steps and delivered a working solution. More specifically, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",1,0,1,1,0,personality+abilities+experience,synthetic_combo
"Question: How do you approach complex decisions? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples.",0,1,0,0,0,thinking,synthetic_combo
"Question: What have you done in practice? Answer: I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself. I do not remember every detail, but the main pattern was clear.",0,0,1,0,0,abilities,synthetic_combo
"Question: How would you describe your professional profile? Answer: I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week. Also, I worked on a multi-team production system with APIs, SQL, dashboards, and release processes across engineering, product, and operations.",0,0,1,1,0,abilities+experience,synthetic_combo
"Question: Describe your work and how you approach it. Answer: I usually go deeper than the first answer and ask what could break and what assumptions are hidden. In addition, I wrote the core API integration, tested edge cases, and supported the first release into production.",0,1,1,0,0,thinking+abilities,synthetic_combo
