text,O,C,E,A,N
"When working with ambiguity came up, I collaborated across functions. I can get stressed under uncertainty, so I actively seek clarity and reassurance. I like learning unfamiliar tools and connecting concepts across domains. I do my best work in quiet environments and prefer one-on-one discussions. I balanced speed and quality while keeping others informed.",4.0,2.0,3.0,3.0,5.0
"When resolving a conflict came up, I collaborated across functions. I do my best work in quiet environments and prefer one-on-one discussions. I prefer flexibility over rigid routines. I stay steady under pressure and keep a level head. I balanced speed and quality while keeping others informed.",3.0,2.0,1.0,2.0,3.0
"In my last role as a Data Analyst (Intern), I faced fixing a critical issue. Presenting ideas to a room is exciting for me. I focus on what works reliably rather than trying novel approaches. I’m comfortable debating strongly if I think it improves the outcome. I delivered the outcome by communicating clearly and iterating fast.",2.0,3.0,5.0,3.0,4.0
"In my last role as a Operations Associate (Intern), I faced leading a meeting. I do my best work in quiet environments and prefer one-on-one discussions. I’m sensitive to critical feedback at first, but I work through it. I can get stressed under uncertainty, so I actively seek clarity and reassurance. I delivered the outcome by communicating clearly and iterating fast.",3.0,3.0,1.0,3.0,4.0
"During leading a meeting, I focused on structured execution. I feel energized in group settings and enjoy meeting new people. I can be blunt when discussing trade-offs and I challenge ideas directly. I prefer flexibility over rigid routines. I documented what we learned and applied it next time.",3.0,3.0,5.0,2.0,4.0
"When managing stakeholders came up, I collaborated across functions. I plan my work, break tasks into steps, and track progress carefully. I feel energized in group settings and enjoy meeting new people. I can get stressed under uncertainty, so I actively seek clarity and reassurance. I balanced speed and quality while keeping others informed.",3.0,4.0,4.0,3.0,4.0
"During managing stakeholders, I focused on structured execution. I prefer proven methods and practical solutions over experimentation. I follow through reliably and keep my commitments. I focus on what works reliably rather than trying novel approaches. I documented what we learned and applied it next time.",1.0,5.0,5.0,3.0,3.0
"During working with ambiguity, I focused on structured execution. I do my best work in quiet environments and prefer one-on-one discussions. I’m curious and often propose creative alternatives. When pressure spikes, I notice anxiety and have to manage it deliberately. I documented what we learned and applied it next time.",4.0,3.0,1.0,2.0,4.0
"When working with ambiguity came up, I collaborated across functions. I enjoy exploring new ideas and experimenting with better approaches. I use checklists and routines to avoid mistakes. I feel energized in group settings and enjoy meeting new people. I balanced speed and quality while keeping others informed.",5.0,5.0,4.0,2.0,2.0
"As a Lead UX Designer, I once handled fixing a critical issue. I feel energized in group settings and enjoy meeting new people. I listen first, try to understand others' perspectives, and look for win-win solutions. I like clear procedures and established best practices. The result was measurable improvement and positive feedback from stakeholders.",3.0,3.0,5.0,4.0,4.0
"In my last role as a Customer Support (Senior), I faced supporting a teammate. Presenting ideas to a room is exciting for me. I sometimes miss small details if the pace is hectic. I feel energized in group settings and enjoy meeting new people. I delivered the outcome by communicating clearly and iterating fast.",3.0,2.0,5.0,2.0,3.0
"In my last role as a QA Engineer (Junior), I faced supporting a teammate. I follow through reliably and keep my commitments. I often start conversations and help the team stay connected. When pressure spikes, I notice anxiety and have to manage it deliberately. I delivered the outcome by communicating clearly and iterating fast.",4.0,5.0,5.0,2.0,4.0
"When resolving a conflict came up, I collaborated across functions. I enjoy exploring new ideas and experimenting with better approaches. I plan my work, break tasks into steps, and track progress carefully. I plan my work, break tasks into steps, and track progress carefully. I balanced speed and quality while keeping others informed.",5.0,4.0,3.0,2.0,4.0
"In my last role as a Customer Support (Mid-level), I faced learning a new tool. I often start conversations and help the team stay connected. I’m comfortable debating strongly if I think it improves the outcome. I can be blunt when discussing trade-offs and I challenge ideas directly. I delivered the outcome by communicating clearly and iterating fast.",3.0,3.0,4.0,2.0,3.0
"When working with ambiguity came up, I collaborated across functions. I do my best work in quiet environments and prefer one-on-one discussions. When pressure spikes, I notice anxiety and have to manage it deliberately. I’m comfortable debating strongly if I think it improves the outcome. I balanced speed and quality while keeping others informed.",3.0,2.0,1.0,2.0,5.0
"During receiving feedback, I focused on structured execution. I recharge with focused solo time after collaboration. I can be blunt when discussing trade-offs and I challenge ideas directly. I do my best work in quiet environments and prefer one-on-one discussions. I documented what we learned and applied it next time.",3.0,3.0,2.0,2.0,3.0
"In my last role as a Data Analyst (Junior), I faced leading a meeting. I prefer flexibility over rigid routines. When pressure spikes, I notice anxiety and have to manage it deliberately. I’m sensitive to critical feedback at first, but I work through it. I delivered the outcome by communicating clearly and iterating fast.",2.0,1.0,2.0,4.0,5.0
