id,text,logic,clarity,depth,structure,metacognition,applied,pattern
think_04180,"As a Marketing Specialist, I dealt with improving a process. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.7,3.8,3.1,3.8,3.3,3.5,balanced
think_04181,"In my work as QA Engineer, I faced making a strategic decision. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.6,4.0,4.3,3.7,4.9,3.6,reflective
think_04182,I handled presenting to stakeholders in my position as Software Engineer. I did what usually works and hoped for the best.,2.3,2.9,1.6,2.2,1.9,2.2,low_depth
think_04183,"In my role as a Product Manager, I was improving a process. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.8,4.5,4.2,4.4,3.8,4.6,high_logic
think_04184,"As a Operations Lead, I dealt with learning a new tool. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.3,3.7,3.5,3.2,3.2,3.9,balanced
think_04185,I handled debugging a production issue in my position as QA Engineer. I did what usually works and hoped for the best.,2.6,2.2,1.4,2.2,1.3,2.2,low_depth
think_04186,"In my work as Data Analyst, I faced improving a process. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.2,4.3,4.3,4.3,5.0,3.8,reflective
think_04187,"As a Team Lead, I encountered improving a process. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.3,4.6,5.0,4.4,4.1,5.0,long_detailed
think_04188,I dealt with learning a new tool as a UX Designer. I tried something and it worked.,1.6,2.2,1.8,1.9,1.0,1.8,short_vague
think_04189,I handled improving a process in my position as Data Analyst. I did what usually works and hoped for the best.,2.5,2.9,2.1,2.2,1.8,2.2,low_depth
think_04190,I dealt with presenting to stakeholders as a QA Engineer. I tried something and it worked.,2.0,2.0,1.7,1.5,1.2,2.1,short_vague
think_04191,"As a Software Engineer, I encountered presenting to stakeholders. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.7,4.6,4.8,4.9,4.6,4.5,long_detailed
think_04192,"In my role as a Marketing Specialist, I was learning a new tool. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.9,4.5,4.0,4.8,4.3,4.4,high_logic
think_04193,"In my work as UX Designer, I faced debugging a production issue. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.1,4.3,4.1,4.2,4.4,3.8,reflective
think_04194,I handled debugging a production issue in my position as Product Manager. I did what usually works and hoped for the best.,2.7,3.0,2.1,2.5,1.6,2.5,low_depth
think_04195,I handled improving a process in my position as UX Designer. I did what usually works and hoped for the best.,2.7,2.8,1.8,2.3,1.7,2.6,low_depth
think_04196,"In my role as a Software Engineer, I was learning a new tool. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.5,4.4,3.9,4.9,4.3,4.3,high_logic
think_04197,"In my work as Product Manager, I faced making a strategic decision. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.3,4.0,4.0,3.6,4.8,3.6,reflective
think_04198,I dealt with learning a new tool as a UX Designer. I tried something and it worked.,1.6,2.0,1.7,2.1,1.2,1.9,short_vague
think_04199,"In my work as Data Analyst, I faced learning a new tool. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.0,4.0,4.2,3.7,5.0,4.1,reflective
think_04200,"As a Software Engineer, I dealt with improving a process. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.8,3.5,3.1,3.1,3.0,3.6,balanced
think_04201,I dealt with making a strategic decision as a Operations Lead. I tried something and it worked.,1.6,2.0,1.4,1.9,1.2,2.4,short_vague
think_04202,I handled improving a process in my position as Data Analyst. I did what usually works and hoped for the best.,2.7,2.5,2.1,2.0,1.6,2.5,low_depth
think_04203,I dealt with debugging a production issue as a QA Engineer. I tried something and it worked.,2.2,2.1,1.2,1.7,1.2,2.2,short_vague
think_04204,I handled presenting to stakeholders in my position as Data Analyst. I did what usually works and hoped for the best.,2.2,2.9,1.6,2.1,1.8,2.4,low_depth
think_04205,I handled handling a deadline in my position as QA Engineer. I did what usually works and hoped for the best.,2.6,2.3,2.1,2.1,1.8,2.4,low_depth
think_04206,"As a Product Manager, I dealt with resolving a team conflict. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.3,3.5,2.9,3.1,3.0,3.4,balanced
think_04207,"As a Product Manager, I encountered handling a deadline. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",5.0,4.4,4.6,4.6,4.6,4.9,long_detailed
think_04208,"As a Marketing Specialist, I encountered presenting to stakeholders. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.6,4.1,4.7,4.7,4.3,4.7,long_detailed
think_04209,"In my work as Operations Lead, I faced handling a deadline. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.3,4.4,4.0,3.6,4.9,3.8,reflective
think_04210,"As a Marketing Specialist, I dealt with presenting to stakeholders. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.8,4.0,2.9,3.3,3.2,3.2,balanced
think_04211,I handled resolving a team conflict in my position as Product Manager. I did what usually works and hoped for the best.,2.0,2.3,1.8,2.2,2.0,2.7,low_depth
think_04212,"In my role as a Team Lead, I was improving a process. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",4.5,4.1,4.4,4.7,4.2,4.4,high_logic
think_04213,"In my work as Data Analyst, I faced making a strategic decision. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.2,4.2,4.2,3.8,4.7,3.7,reflective
think_04214,"As a Data Analyst, I dealt with improving a process. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.3,3.5,3.0,3.6,3.1,3.4,balanced
think_04215,"As a UX Designer, I encountered resolving a team conflict. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.8,4.3,4.9,4.1,4.1,4.2,long_detailed
think_04216,I dealt with resolving a team conflict as a Data Analyst. I tried something and it worked.,2.2,1.7,1.3,1.6,1.0,2.3,short_vague
think_04217,"As a Team Lead, I dealt with debugging a production issue. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.8,4.0,3.0,3.6,2.8,3.7,balanced
think_04218,I handled handling a deadline in my position as Marketing Specialist. I did what usually works and hoped for the best.,2.1,2.6,2.0,1.9,1.5,2.9,low_depth
think_04219,"In my role as a Marketing Specialist, I was making a strategic decision. First I identified the root cause, then evaluated alternatives, and selected the option that minimized risk. I reviewed the results and adjusted based on measurable outcomes.",5.0,4.6,4.4,4.6,4.6,4.9,high_logic
think_04220,I dealt with presenting to stakeholders as a Software Engineer. I tried something and it worked.,1.8,2.3,1.9,2.1,1.4,1.8,short_vague
think_04221,"As a Software Engineer, I dealt with improving a process. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.5,3.7,3.4,3.2,3.0,3.4,balanced
think_04222,"As a Marketing Specialist, I dealt with learning a new tool. I considered different approaches and chose what seemed practical. I monitored progress and reflected on improvements.",3.7,3.7,3.2,3.4,3.2,3.2,balanced
think_04223,I handled debugging a production issue in my position as UX Designer. I did what usually works and hoped for the best.,2.0,2.4,1.9,2.4,1.9,2.6,low_depth
think_04224,"As a UX Designer, I encountered handling a deadline. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.9,4.3,4.5,4.6,4.1,4.8,long_detailed
think_04225,I dealt with resolving a team conflict as a Operations Lead. I tried something and it worked.,2.1,2.2,1.2,2.0,1.6,2.0,short_vague
think_04226,"In my work as Software Engineer, I faced presenting to stakeholders. Initially I assumed one approach would work, but after reviewing feedback I revised my plan. In hindsight, I would test smaller iterations earlier.",4.3,3.7,4.6,4.1,4.6,3.9,reflective
think_04227,"As a Team Lead, I encountered presenting to stakeholders. I broke the issue into components, mapped dependencies, assessed risks, and compared trade-offs between speed and quality. After implementation, I analyzed metrics and documented lessons learned.",4.2,4.5,4.4,4.8,4.2,4.3,long_detailed
